PMID,Node1,Node1_Type,Relationship,Node2,Node2_Type,Description
29772069,Neoantigen,imft,DISRUPTS,"Tumor cells, malignant",cell,"Such mutations, or neoantigens, could potentially serve as specific immune targets for T-cell-mediated destruction of cancer cells."
29785550,Lymph node excision,topp,TREATS,Epithelial ovarian cancer,neop,"We identified patients with epithelial ovarian carcinoma of serous, endometrioid and mucinous histology apparently confined to the ovary who underwent extensive lymphadenectomy (defined as at least 20 lymph nodes removed)."
29802738,"Tumor cells, malignant",cell,LOCATION_OF,Chemokine (C-C Motif) Ligand 4,aapp,"We showed that MEIS1 induces the expression of CCL18, CCL4, CXCL7, CCL5, CXCL1, and IL8 chemokines in cancer cells followed by their secretion in the culture medium ultimately triggering CD8+ T-lymphocyte recruitment in vitro."
29843813,Paget's Disease,neop,COEXISTS_WITH,Neoplasm,neop,"Moreover, PD-L1 was expressed significantly more often in high grade tumors (41.5%) than in low grade tumors of patients (7.7%) (P?=?0.040)."
29843813,Paget's Disease,neop,COEXISTS_WITH,Neoplasm,neop,"The presence of CD3 or of FoxP3 infiltrating cells with PD-L1 in patient tumors did not impact the significance of the association of PD-L1 with high grade tumors (P?=?0.040), and our analyses did not show an association between the presence of PD-1 or PD-L1 and survival."
29854854,Paget's Disease,neop,ISA,Neoplasm,neop,Positive tumor PD-L1 expression was detected in 9 (25.7%) KTs from gastric carcinomas (GCs) and in 20 (66.7%) KTs from colorectal carcinomas (CRCs).
29854854,Paget's Disease,neop,ISA,Neoplasm,neop,Positive tumor PD-L1 expression in KTs from GCs was associated with poor prognosis.
29854854,Paget's Disease,neop,ISA,Neoplasm,neop,"In contrast, positive tumor PD-L1 expression in KTs from CRCs was associated with an improved prognosis."
29843813,Neoplasm,neop,COEXISTS_WITH,Paget's Disease,neop,"The presence of CD3 or of FoxP3 infiltrating cells with PD-L1 in patient tumors did not impact the significance of the association of PD-L1 with high grade tumors (P?=?0.040), and our analyses did not show an association between the presence of PD-1 or PD-L1 and survival."
29853601,Ovarian cancer metastatic,neop,PROCESS_OF,Woman,humn,"Results: Seven women with metastatic ovarian cancer were evaluated, and 5 patients had clear, dominant T-cell responses to mutated neoantigens, which were corroborated by comparison with the wild-type sequence, identification of the minimal epitope, human leukocyte antigen (HLA) restriction element(s), and neoantigen-specific T-cell receptor(s)."
29879497,"Cystadenocarcinoma, Serous",neop,ISA,Malignant Neoplasms,neop,High-grade serous ovarian carcinoma (HGSOC) is one of the most lethal gynecologic malignancies.
30306591,"Cystadenocarcinoma, Serous",neop,ISA,Malignant Neoplasms,neop,Most of these malignancies are high-grade serous carcinomas (HGSC).
29899393,CD8B1 gene,gngm,ASSOCIATED_WITH,ovarian neoplasm,neop,"RESULTS: A prominent significant transcriptomic over-representation of CD8+ and Treg cells was found in anti-Yo PCD OT, as compared to the OT control."
29904979,Platinum,elii,ASSOCIATED_WITH,Crosstalk,inpo,We aimed to study how platinum resistance influences the crosstalk between macrophages and ovarian cancer cells.
29975960,Lymph node excision,topp,TREATS,Secondary malignant neoplasm of lymph node,neop,"RESULTS: Of 163 patients, 21 (12.9%) had lymph node metastasis, whereas 16 (16.3%) of 98 patients who underwent comprehensive lymphadenectomy had lymph node metastasis."
30039427,"Lymphocytes, Tumor-Infiltrating",cell,PRODUCES,cytokine,aapp,Ex vivo expanded tumour-infiltrating lymphocytes from ovarian cancer patients release anti-tumour cytokines in response to autologous primary ovarian cancer cells.
30039427,"Lymphocytes, Tumor-Infiltrating",cell,PRODUCES,cytokine,aapp,"Expanded TILs produced anti-tumour cytokines when co-cultured with autologous tumour cells, inferring tumour cytotoxicity."
30049288,Leukocytes,cell,LOCATION_OF,BRCA1 gene,gngm,Methylation of BRCA1 and MGMT genes in white blood cells are transmitted from mothers to daughters.
30348217,Leukocytes,cell,LOCATION_OF,BRCA1 gene,gngm,Methylation of BRCA1 and MGMT genes in white blood cells are transmitted from mothers to daughters.
30082067,"Receptors, Antigen",aapp,AUGMENTS,Neoplasm,neop,Human iPSC-Derived Natural Killer Cells Engineered with Chimeric Antigen Receptors Enhance Anti-tumor Activity.
30099907,Neoplasm,neop,COEXISTS_WITH,Advanced cancer,neop,AIM: Our aim was to investigate whether the phagocytic activity of peripheral monocytes and neutrophil granulocytes is affected by the removal of tumor in advanced ovarian cancer.
30104241,Paclitaxel,phsu,ISA,Antineoplastic Agents,phsu,Paclitaxel is an antineoplastic agent widely used to treat several solid tumor types.
30194007,Platinum,elii,NEG_AFFECTS,"Lymphocytes, Tumor-Infiltrating",cell,Nucleotide excision repair protein ERCC1 and tumour-infiltrating lymphocytes are potential biomarkers of neoadjuvant platinum resistance in high grade serous ovarian cancer.
30269772,Peritoneum,bpoc,LOCATION_OF,Carcinomatosis,neop,"[Protocol for the examination of surgical specimens from patients with peritoneal carcinomatosis originating in ovary, fallopian tube and peritoneum]."
31322193,Peritoneum,bpoc,LOCATION_OF,Carcinomatosis,neop,Interleukin-33 expression in ovarian cancer and its possible suppression of peritoneal carcinomatosis.
31322193,Peritoneum,bpoc,LOCATION_OF,Carcinomatosis,neop,Refractory peritoneal carcinomatosis is a common terminal feature of epithelial ovarian cancer (EOC).
31322193,Peritoneum,bpoc,LOCATION_OF,Carcinomatosis,neop,"In this study, we focused on the association between the tumor expression of IL-33 and ovarian peritoneal carcinomatosis."
31322193,Peritoneum,bpoc,LOCATION_OF,Carcinomatosis,neop,We used an immunosufficient murine model of peritoneal carcinomatosis and human EOC samples.
31322193,Peritoneum,bpoc,LOCATION_OF,Carcinomatosis,neop,Further investigation of the antitumorigenic role of IL-33 may aid in the development of more effective therapeutic approaches for the treatment of EOC with peritoneal carcinomatosis.
32111730,Peritoneum,bpoc,LOCATION_OF,Carcinomatosis,neop,"Novel, genetically induced mouse model that recapitulates the histological morphology and immunosuppressive tumor microenvironment of metastatic peritoneal carcinomatosis."
32111730,Peritoneum,bpoc,LOCATION_OF,Carcinomatosis,neop,"Novel, genetically induced mouse model that recapitulates the histological morphology and immunosuppressive tumor microenvironment of metastatic peritoneal carcinomatosis.BACKGROUND: Peritoneal carcinomatosis is a hallmark of advanced peritoneal tumor progression, particularly for tubal/ovarian high-grade serous carcinomas (HGSCs)."
32111730,Peritoneum,bpoc,LOCATION_OF,Carcinomatosis,neop,Patients with peritoneal carcinomatosis have poor survival rates and are difficult to treat clinically due to widespread tumor dissemination in the peritoneal cavity.
32111730,Peritoneum,bpoc,LOCATION_OF,Carcinomatosis,neop,"CONCLUSIONS: Overall, our tumor model recapitulates clinical peritoneal HGSC metastasis, which makes it ideal for preclinical drug screening, testing of immunotherapy-based therapeutics and studying of the tumor biology of peritoneal carcinomatosis."
32145749,Peritoneum,bpoc,LOCATION_OF,Carcinomatosis,neop,Peritoneal carcinomatosis (PC) and cardio phrenic lymph nodes (CPLN) are pathological findings of computed tomography (CT) and are relevant for surgical planning.
32145749,Peritoneum,bpoc,LOCATION_OF,Carcinomatosis,neop,"However, it is not known if PC, CPLN, and BD are associated with aggressive OC subtypes and impaired OC survival."
32145749,Peritoneum,bpoc,LOCATION_OF,Carcinomatosis,neop,"An objective approach (based on imaging) to scoring peritoneal carcinomatosis in ovarian cancer could help surgeons and oncologists to optimize surgical planning, treatment, and care."
30269869,Excision,topp,TREATS,Advanced cancer,neop,Left cardiophrenic lymph node resection for advanced ovarian cancer with adhesion to the thoracic cavity.
30371564,Excision,topp,TREATS,Advanced cancer,neop,Intraoperative Ultrasound-Guided Excision of Cardiophrenic Lymph Nodes in an Advanced Ovarian Cancer Patient.
30289149,Ovarian Tissue,tisu,PART_OF,Malignant Neoplasms,neop,We could confirm that APOBEC3B mRNA is upregulated in ovarian cancer cell lines and in ovarian cancer tissue.
32093885,Ovarian Tissue,tisu,PART_OF,Malignant Neoplasms,neop,METHODS: RT-PCR and immunohistochemistry were used to measure the expression level of IL-17A in human OC tissues.
32093885,Ovarian Tissue,tisu,PART_OF,Malignant Neoplasms,neop,"Flow cytometric analysis demonstrated that significantly higher proportions of tumor-infiltrating IL-17A-producing CD4     +       T cells (Th17), CD8     +       T cells (Tc17), and gammadeltaT cells (IL-17     +       gammadeltaT) were present in OC tissue compared with BOT tissue."
32329191,Ovarian Tissue,tisu,PART_OF,Malignant Neoplasms,neop,"In the present study, ALKBH5 showed higher expression in ovarian cancer tissue than in normal ovarian tissue, but lower expression in ovarian cancer cell lines than in normal ovarian cell lines."
32590296,Ovarian Tissue,tisu,PART_OF,Malignant Neoplasms,neop,"Consistently, high expression of CLEC9A in OvC tissue (The Cancer Genome Atlas data set) indicated a better overall survival."
30291344,inhibitors,chvf,TREATS,Advanced cancer,neop,These results suggest that screening strategies to select only microsatellite instability-high advanced endometrial cancers for checkpoint inhibitor therapy might exclude patients who could potentially benefit from this therapeutic approach.
30306591,Ovary,bpoc,LOCATION_OF,Malignant Neoplasms,neop,"Cancer of the ovary, fallopian tube, and peritoneum."
30306591,Ovaro-,bpoc,LOCATION_OF,Neoplasm,neop,Stage IC is now divided into three categories: IC1 (surgical spill); IC2 (capsule ruptured before surgery or tumor on ovarian or fallopian tube surface); and IC3 (malignant cells in the ascites or peritoneal washings).
30306591,Stroma,bpoc,LOCATION_OF,Malignant Neoplasms,neop,"This review summarizes the genetics, surgical management, chemotherapy, and targeted therapies for epithelial cancers, and the treatment of ovarian germ cell and stromal malignancies."
30353652,cytokine,aapp,STIMULATES,macrophage,cell,"RNA profiling identified cytokines linked to cell motility and migration as the most conspicuous class of LPA-induced genes in macrophages, suggesting that LPA exerts protumorigenic properties at least in part via the tumor secretome."
30396909,MicroRNAs,bacs,ASSOCIATED_WITH,Epithelial ovarian cancer,neop,Exosomes Released from Tumor-Associated Macrophages Transfer miRNAs That Induce a Treg/Th17 Cell Imbalance in Epithelial Ovarian Cancer.
30770776,MicroRNAs,bacs,ASSOCIATED_WITH,Epithelial ovarian cancer,neop,BACKGROUND: How exosomal microRNAs (miRNAs) derived from macrophages contribute to the development of drug resistance in the context of the hypoxic tumor microenvironment in epithelial ovarian cancer (EOC) remains poorly understood.
30396909,Body tissue,tisu,LOCATION_OF,Epithelial ovarian cancer,neop,"In this study, the Treg/Th17 ratio was significantly higher in EOC in situ and in metastatic peritoneal tissues than in benign ovarian tumors and benign peritoneum."
31208449,Body tissue,tisu,PART_OF,Epithelial ovarian cancer,neop,METHODS: Tissue microarrays were constructed from ovarian epithelial cancer tissues of 248 patients and PD-L1 immunostaining was performed using the SP263 clone.
30396909,MicroRNAs,bacs,ADMINISTERED_TO,T-Lymphocyte,cell,"When the two miRNA mimics were transfected into CD4+ T cells, they directly suppressed STAT3 and regulated Treg/Th17 cells, inducing an imbalance, and they had a synergistic effect on STAT3 inhibition."
30419557,Secondary malignant neoplasm of lymph node,neop,PROCESS_OF,Woman,humn,Risk Factors for Lymph Node Metastasis among Lymphovascular Space Invasion-Positive Women with Endometrioid Endometrial Cancer Clinically Confined to the Uterus.
30935714,Secondary malignant neoplasm of lymph node,neop,PROCESS_OF,Woman,humn,OBJECTIVES: To evaluate the prognostic impact of aortic vs. pelvic lymph node (LN) metastasis among women with endometrial cancer (EC).
31840873,Secondary malignant neoplasm of lymph node,neop,PROCESS_OF,Woman,humn,An ultrasound-based risk model to predict lymph node metastases before surgery in women with endometrial cancer: a model development study.
31840873,Secondary malignant neoplasm of lymph node,neop,PROCESS_OF,Woman,humn,"An ultrasound-based risk model to predict lymph node metastases before surgery in women with endometrial cancer: a model development study.OBJECTIVES: To develop a pre-operative risk model using endometrial biopsy results, clinical and ultrasound variables to predict the individual risk of lymph node metastases in women with endometrial cancer."
31840873,Secondary malignant neoplasm of lymph node,neop,PROCESS_OF,Woman,humn,"An ultrasound-based risk model to predict lymph node metastases before surgery in women with endometrial cancer: a model development study.OBJECTIVES: To develop a pre-operative risk model using endometrial biopsy results, clinical and ultrasound variables to predict the individual risk of lymph node metastases in women with endometrial cancer."
31840873,Secondary malignant neoplasm of lymph node,neop,PROCESS_OF,Woman,humn,"RESULTS: Lymphadenectomy was performed in 691 women, of which 127 had lymph node metastases."
31840873,Secondary malignant neoplasm of lymph node,neop,PROCESS_OF,Woman,humn,"CONCLUSIONS: Based on endometrial biopsy results, clinical and ultrasound characteristics, the individual risk of lymph node metastases in women with endometrial cancer can be reliably estimated before surgery."
32139150,Secondary malignant neoplasm of lymph node,neop,PROCESS_OF,Woman,humn,The objective of this study was to evaluate the risk of pelvic lymph node (LN) metastasis in young women with EC who are candidates for conservative management.
30445188,Sentinel Lymph Node Mapping,diap,DIAGNOSES,Endometrial Carcinoma,neop,Comparison Study of Laparoscopic Sentinel Lymph Node Mapping in Endometrial Carcinoma Using Carbon Nanoparticles and Lymphatic Pathway Verification.
30476676,"Carcinoma, Endometrioid",neop,PROCESS_OF,Woman,humn,A 45-years-old woman was diagnosed with a grade 2 endometrioid carcinoma of the endometrium.
31197557,"Carcinoma, Endometrioid",neop,PROCESS_OF,Woman,humn,"RESULTS: In our cohort, 47 women (46.5%) had endometrioid carcinomas and 54 patients (53.5%) were diagnosed with non-endometrioid cancers."
31892416,"Carcinoma, Endometrioid",neop,PROCESS_OF,Woman,humn,RESULTS: The first case is a 51 year old woman with grade III endometrioid adenocarcinoma of uterus who was subjected to laparoscopic staging (laparoscopic hysterectomy + BSO + pelvic and paraaortic lymphadenectomy).
30482746,Tumor Antigens,orch,AUGMENTS,T-Lymphocyte,cell,"Remarkably, the low-affinity OT-3 T cells were only activated by tumor-derived antigen and mediated transient regression of ID8-OVA tumors without concomitant autoimmunity."
30483809,cytokine,aapp,ASSOCIATED_WITH,Crosstalk,inpo,"Cytokines and chemokines mediate the cross-talk between cancer and immune cells, and therefore, present as potential biomarkers, reflecting the tumor microenvironment."
30485902,cytokine,aapp,ASSOCIATED_WITH,Epithelial ovarian cancer,neop,The immune inhibitory effect of Tregs functions by maintaining high levels of immunosuppressive cytokines in EOC.
30508211,CA-125 Antigen,carb,PREDISPOSES,Secondary malignant neoplasm of lymph node,neop,The preoperative serum CA125 can predict the lymph node metastasis in endometrioid-type endometrial cancer.
30508211,CA-125 Antigen,carb,PREDISPOSES,Secondary malignant neoplasm of lymph node,neop,"For older patients, CA125 level of > 16 IU/ml could be used to predict LNM."
30630888,CA-125 Antigen,carb,PREDISPOSES,Secondary malignant neoplasm of lymph node,neop,"RESULTS: Univariate analysis revealed risk factors for lymph node metastasis to be a large tumor size (volume index >=40 cm3) (p<0.0001), tumor diameter >2 cm (p=0.0003), myometrial invasion >=50% based on pre-operative MRI (p=0.0366), elevated serum CA125 (pre-menopausal value >=70 U/mL, post-menopausal value >=25 U/mL) (p=0.0004), and lymphadenopathy on pre-operative CT scans (p=0.0002)."
30508211,CA-125 Antigen,carb,ASSOCIATED_WITH,Malignant neoplasm of endometrium,neop,OBJECTIVES: To evaluate the predictive value of preoperative CA125 in extra-uterine disease and its association with poor prognostic factors in endometrioid-type endometrial cancer (EC).
30508211,CA-125 Antigen,carb,ASSOCIATED_WITH,Malignant neoplasm of endometrium,neop,The age-dependent cut-off level of CA125 can improve the prediction of LNM in endometrioid-type EC.
30580078,Ovaro-,bpoc,LOCATION_OF,Malignant Neoplasms,neop,Diagnostic efficacy of MRI for pre-operative assessment of ovarian malignancy in endometrial carcinoma: A decision tree analysis.
30580078,Ovaro-,bpoc,LOCATION_OF,Malignant Neoplasms,neop,AIM: Accurate preoperative assessment of ovarian malignancy in endometrial carcinoma helps in determining the decision to preserve the ovaries in individualized treatment.
30580078,Ovaro-,bpoc,LOCATION_OF,Malignant Neoplasms,neop,"MATERIAL AND METHODS: This retrospective study included a total of 801 patients, and postoperative pathological examinations identified 58 EC-OM group and 743 endometrial carcinoma cases without ovarian malignancy (EC group)."
30580078,Ovaro-,bpoc,LOCATION_OF,Malignant Neoplasms,neop,Preoperative pelvic MRI showed a sensitivity of 51.72% and a specificity of 99.87% when detecting ovarian malignancy in endometrial carcinoma.
30580078,Ovaro-,bpoc,LOCATION_OF,Malignant Neoplasms,neop,CONCLUSION: Decision tree analysis based on pelvic MRI and clinical data of patients showed that the detection rate of ovarian malignancy could be increased for patients with endometrial carcinoma.
30663290,Ovaro-,bpoc,LOCATION_OF,Malignant Neoplasms,neop,"Preclinical studies reported a significant anti-proliferative activity of IGF1 receptor (IGF1R) inhibitors in ovarian malignancies, however, clinical studies have shown variable response rates."
31298603,Ovaro-,bpoc,LOCATION_OF,Malignant Neoplasms,neop,"Results: A higher CD3 expression was found in the stroma of ovarian malignancies compared benign neoplasms, and greater expression of CD4 cells in the stroma of benign neoplasms compared to ovarian cancer."
31298603,Ovaro-,bpoc,LOCATION_OF,Malignant Neoplasms,neop,There was a greater expression of CD8 cells in the stromal ovarian malignancies with molecular type II compared to type I.
30580078,Malignant Neoplasms,neop,COEXISTS_WITH,Endometrial Carcinoma,neop,AIM: Accurate preoperative assessment of ovarian malignancy in endometrial carcinoma helps in determining the decision to preserve the ovaries in individualized treatment.
30580078,Malignant Neoplasms,neop,COEXISTS_WITH,Endometrial Carcinoma,neop,Preoperative pelvic MRI showed a sensitivity of 51.72% and a specificity of 99.87% when detecting ovarian malignancy in endometrial carcinoma.
30580078,Endometrioid carcinoma ovary,neop,ISA,Malignant Neoplasms,neop,This study adopted decision tree method to evaluate the diagnostic efficiency of pelvic MRI and clinical data of patients for preoperative identification of endometrial carcinoma-combined ovarian malignancy (EC-OM).
30580078,Endometrioid carcinoma ovary,neop,ISA,Malignant Neoplasms,neop,Diagnostic efficiency of pelvic MRI in EC-OM was calculated by comparing the clinical data and imaging features of patients in the two groups.
30580078,Endometrioid carcinoma ovary,neop,ISA,Malignant Neoplasms,neop,Decision tree analysis was performed to screen out associative indexes and establish a diagnostic model for EC-OM.
30626487,Natural Killer Cells,cell,PART_OF,Mus,mamm,"Here, we provide further evidence of the regulatory role of MUC16 on human and murine NK cells and macrophages."
30626487,Natural Killer Cells,cell,PART_OF,Mus,mamm,Murine NK cells and macrophages are more efficient at lysing MUC16-knockdown cells.
30626487,Natural Killer Cells,cell,PART_OF,Mus,mamm,"CONCLUSIONS: For the first time, we demonstrate the immunoregulatory effects of MUC16 on murine NK cells and macrophages."
30626487,Natural Killer Cells,cell,PART_OF,Mus,mamm,Our study implies that the immunoregulatory role of MUC16 on murine NK cells and macrophages should be considered when examining the biology of MUC16 in mouse models.
30630888,Lymph node excision,topp,TREATS,"Carcinoma, Endometrioid",neop,New criteria for the omission of lymphadenectomy in endometrioid carcinoma.
30630888,Lymph node excision,topp,TREATS,"Carcinoma, Endometrioid",neop,OBJECTIVE: To establish new criteria for the omission of lymphadenectomy in patients with endometrioid carcinoma.
30640703,Excision,topp,TREATS,Epithelial ovarian cancer,neop,OBJECTIVES: To evaluate the clinical outcomes of epithelial ovarian carcinoma patients who underwent cardiophrenic lymph node resection.
30640703,Excision,topp,TREATS,Epithelial ovarian cancer,neop,METHODS: We retrospectively reviewed the records of all surgically treated patients with advanced epithelial ovarian carcinoma (stages IIIC-IV) who underwent cardiophrenic lymph node resection between 2002 and 2018.
30646963,Genistein,bacs,ISA,Antineoplastic Agents,phsu,This assisted GEN to be as a potential chemotherapeutic agent in human ovarian cancer.
30661922,Cytoreductive surgery,topp,TREATS,Epithelial ovarian cancer,neop,Patterns of pathological response to neoadjuvant chemotherapy and its clinical implications in patients undergoing interval cytoreductive surgery for advanced serous epithelial ovarian cancer- A study by the Indian Network for Development of Peritoneal Surface Oncology (INDEPSO).
30857876,Cytoreductive surgery,topp,TREATS,Epithelial ovarian cancer,neop,"We reviewed data from patients who underwent CLN resection with or without porta hepatis disease resection, within upfront or interval complete CRS in the frontline treatment of advanced epithelial OC between January 2008 and December 2015."
30663290,Immunotherapy,topp,TREATS,Epithelial ovarian cancer,neop,Recent data indicate that immunotherapy could hold promise in improving EOC treatment.
30791364,Immunotherapy,topp,TREATS,Epithelial ovarian cancer,neop,"Here, we will discuss the recent advances in the clinical application of NK cell immunotherapy in EOC."
30702189,PDCD1 gene,aapp,STIMULATES,"Lymphocytes, Tumor-Infiltrating",cell,"These results indicate that CRISPR/Cas9-mediated PD-L1 disruption on tumor cells promotes anti-tumor immunity by increasing tumor-infiltrating lymphocytes and modulating cytokine/chemokine profiles within the tumor microenvironment, thereby suppressing ovarian cancer progression."
30755184,Antineoplastic Agents,phsu,TREATS,Neoplasm,neop,"BACKGROUND: Despite the recent progress in the development of anti-cancer drugs, the treatment of metastatic tumors is usually ineffective."
30755715,Platinum,elii,AFFECTS,ovarian neoplasm,neop,Niraparib activates interferon signaling and potentiates anti-PD-1 antibody efficacy in tumor models.PARP inhibitors have been proven clinically efficacious in platinum-responsive ovarian cancer regardless of BRCA1/2 status and in breast cancers with germline BRCA1/2 mutation.
30770776,Pharmacotherapy,topp,NEG_TREATS,Crosstalk,inpo,"CONCLUSIONS: These data indicate a unique role of exosomal miR-223 in the cross-talk between macrophages and EOC cells in chemotherapy resistance, through a novel exosomal miR-223/PTEN-PI3K/AKT signaling pathway."
30803719,Peritoneum,bpoc,LOCATION_OF,Carcinoma,neop,"METHODS: Patients with carcinoma of the ovary, fallopian tube, or peritoneum were prospectively enrolled."
30857876,Cytoreductive surgery,topp,TREATS,Advanced cancer,neop,The aim of our study was to assess the prognostic impact of CLN involvement in patients with primary advanced OC undergoing a complete cytoreductive surgery (CRS).
31549223,Cytoreductive surgery,topp,TREATS,Advanced cancer,neop,METHODS: All patients who underwent primary cytoreductive surgery for advanced ovarian-tubal-peritoneal (OTP) epithelial cancer were reviewed retrospectively.
30916767,macrophage,cell,LOCATION_OF,Interleukin-6,aapp,"In addition, the production and secretion of TNF-alpha and IL-6 in macrophages isolated from IDB model mice were observably higher."
30916767,Interleukin-6,aapp,STIMULATES,macrophage,cell,"IDB can stimulate the activation of tumor-associated macrophages in ovarian cancer, which is achieved by secreting pro-inflammatory cytokines IL-6 and TNF-alpha, and ultimately induces the development of EMT."
30926154,Epithelial ovarian cancer,neop,PROCESS_OF,Mus,mamm,Depletion of tumor-associated macrophages enhances the anti-tumor effect of docetaxel in a murine epithelial ovarian cancer.
30926154,Epithelial ovarian cancer,neop,PROCESS_OF,Mus,mamm,Depletion of Tumor-Associated Macrophages (TAMs) by BLZ945 enhanced the anti-tumor effect of DTXL in a murine epithelial ovarian cancer.
30926154,macrophage,cell,LOCATION_OF,Apoptosis,celf,DTXL treatment increased the infiltration while BLZ945 induced cell apoptosis in macrophages.
30981619,Dermoid Cyst,neop,PROCESS_OF,Woman,humn,Association between FOXP3+ regulatory T-cells and occurrence of peritoneal lesions in women with ovarian endometrioma and dermoid cysts.
30981619,Dermoid Cyst,neop,PROCESS_OF,Woman,humn,RESEARCH QUESTION: Is there any relationship between numbers of FOXP3+ regulatory T-cells (Treg) and occurrence of peritoneal lesions in women with ovarian endometrioma and dermoid cysts?
30981619,Dermoid Cyst,neop,PROCESS_OF,Woman,humn,Peritoneal lesions were collected from 27 women with ovarian endometrioma and 25 women with dermoid cysts.
30981619,Dermoid Cyst,neop,PROCESS_OF,Woman,humn,Peritoneal fluid was collected from 36 women with ovarian endometrioma and 42 women with dermoid cysts.
30981619,Dermoid Cyst,neop,PROCESS_OF,Woman,humn,"CONCLUSIONS: This study confirms current speculation that endometriosis is related to alteration in Treg cells, causing survival and implantation of ectopic endometrial lesions in women with endometrioma and dermoid cysts."
30981619,Endometrioma,dsyn,PROCESS_OF,Woman,humn,Association between FOXP3+ regulatory T-cells and occurrence of peritoneal lesions in women with ovarian endometrioma and dermoid cysts.
30981619,Endometrioma,dsyn,PROCESS_OF,Woman,humn,RESEARCH QUESTION: Is there any relationship between numbers of FOXP3+ regulatory T-cells (Treg) and occurrence of peritoneal lesions in women with ovarian endometrioma and dermoid cysts?
30981619,Endometrioma,dsyn,PROCESS_OF,Woman,humn,Peritoneal lesions were collected from 27 women with ovarian endometrioma and 25 women with dermoid cysts.
30981619,Endometrioma,dsyn,PROCESS_OF,Woman,humn,Peritoneal fluid was collected from 36 women with ovarian endometrioma and 42 women with dermoid cysts.
30981619,Endometrioma,dsyn,PROCESS_OF,Woman,humn,"CONCLUSIONS: This study confirms current speculation that endometriosis is related to alteration in Treg cells, causing survival and implantation of ectopic endometrial lesions in women with endometrioma and dermoid cysts."
31888633,Endometrioma,dsyn,PROCESS_OF,Woman,humn,The objective of this study was to determine the levels of inflammatory markers and coagulation parameters and their correlations in women with endometriomas compared to those with benign ovarian cysts or normal pelvic anatomy.
31888633,Endometrioma,dsyn,PROCESS_OF,Woman,humn,CONCLUSIONS: These results indicate that women with endometriomas demonstrate a hypercoagulable status due to the inflammatory nature of endometriosis.
31044268,Lymph Node Dissection,topp,TREATS,Carcinoma,neop,Incidental lymphoma in lymph node dissection for carcinoma in the abdominopelvic cavity: a single-institution experience.
31044268,Lymph Node Dissection,topp,TREATS,Carcinoma,neop,Incidental detection of lymphoma in lymph node (LN) dissection for carcinoma is extremely rare.
31044268,Lymph Node Dissection,topp,TREATS,Carcinoma,neop,"The medical records of 11,889 consecutive patients who underwent LN dissection for carcinoma in the abdominopelvic cavity were retrospectively reviewed."
31044268,Lymph Node Dissection,topp,TREATS,Carcinoma,neop,Low-grade B-NHL can be incidentally detected during LN dissection for carcinoma in the abdominopelvic cavity.
31044268,Lymph node excision,topp,TREATS,Carcinoma,neop,We should be aware of simultaneous occurrence of incidental lymphoma during lymphadenectomy for carcinoma.
31064389,Body tissue,tisu,PART_OF,ovarian neoplasm,neop,Immunohistochemical staining was utilized to detect the numbers of gammadelta T cells and their main subsets in different types of ovarian tumor tissues.
32093885,Body tissue,tisu,PART_OF,ovarian neoplasm,neop,Find concrete source of the elevated IL-17A levels in OC tissues by flow cytometry.
32093885,Body tissue,tisu,PART_OF,ovarian neoplasm,neop,RESULTS: We found that IL-17A is expressed at higher levels in OC tissues than in BOT or OBT tissues at both the mRNA and protein levels.
31082385,Epithelial ovarian cancer,neop,PROCESS_OF,Woman,humn,The Sentinel Lymph Nodes in Early-Stage Ovarian Cancer trial is a prospective study designed to test whether sentinel node detection can accurately predict nodal status in a cohort of women with early epithelial ovarian cancer.
31353053,Epithelial ovarian cancer,neop,PROCESS_OF,Woman,humn,OBJECTIVE: To determine the feasibility of pharmacologic beta-adrenergic blockade in women with newly diagnosed stage II-IV epithelial ovarian cancer (EOC) throughout primary treatment.
31688935,Epithelial ovarian cancer,neop,PROCESS_OF,Woman,humn,"Among 4730 patients with malignant ovarian tumors, a total of 186 women with mucinous epithelial ovarian carcinoma were eligible."
32173048,Epithelial ovarian cancer,neop,PROCESS_OF,Woman,humn,Medical records of women with EOC treated in our institution from 2011 to 2016 were retrospectively identified.
31096567,Crosstalk,inpo,COEXISTS_WITH,Malignant Neoplasms,neop,The Crowded Crosstalk between Cancer Cells and Stromal Microenvironment in Gynecological Malignancies: Biological Pathways and Therapeutic Implication.
31096567,Malignant Neoplasms,neop,AFFECTS,Malignant neoplasm of endometrium,neop,"The tumor microenvironment plays a pillar role in the progression and the distance dissemination of cancer cells in the main malignancies affecting women-epithelial ovarian cancer, endometrial cancer and cervical cancer."
31096567,Malignant Neoplasms,neop,AFFECTS,Epithelial ovarian cancer,neop,"The tumor microenvironment plays a pillar role in the progression and the distance dissemination of cancer cells in the main malignancies affecting women-epithelial ovarian cancer, endometrial cancer and cervical cancer."
31155736,Immunologic Adjuvants,imft,TREATS,Malignant neoplasm of endometrium,neop,AIMS: Lymphovascular space invasion (LVSI) in endometrial cancer (EC) is an important prognostic variable impacting on a patient's individual recurrence risk and adjuvant treatment recommendations.
