PMID,Node1,Node1_Type,Relationship,Node2,Node2_Type,Description
32487171,"CD274 protein, human",aapp,ASSOCIATED_WITH,Malignant Neoplasms,neop,Accumulation of blood-circulating PD-L1-expressing M-MDSCs and monocytes/macrophages in pretreatment ovarian cancer patients is associated with soluble PD-L1.BACKGROUND: Previous studies have shown clinical relevance of programmed death-ligand 1 (PD-L1) and soluble PD-L1 (sPD-L1) in human cancers.
32487171,"CD274 protein, human",aapp,ASSOCIATED_WITH,Malignant Neoplasms,neop,Accumulation of blood-circulating PD-L1-expressing M-MDSCs and monocytes/macrophages in pretreatment ovarian cancer patients is associated with soluble PD-L1.BACKGROUND: Previous studies have shown clinical relevance of programmed death-ligand 1 (PD-L1) and soluble PD-L1 (sPD-L1) in human cancers.
32073106,"Tumor cells, malignant",cell,LOCATION_OF,Apoptosis,celf,Enzyme-instructed assembly of a cholesterol conjugate promotes pro-inflammatory macrophages and induces apoptosis of cancer cells.
32073106,"Tumor cells, malignant",cell,LOCATION_OF,Apoptosis,celf,Enzyme-instructed assembly of a cholesterol conjugate promotes pro-inflammatory macrophages and induces apoptosis of cancer cells.The combination of immunotherapy and chemotherapy has shown great potential for treating solid tumors.
32075897,Sentinel Lymph Node Biopsy,diap,DIAGNOSES,Malignant neoplasm of endometrium,neop,Pelvic sentinel lymph node biopsy in endometrial cancer-a simplified algorithm based on histology and lymphatic anatomy.
32075897,Sentinel Lymph Node Biopsy,diap,DIAGNOSES,Malignant neoplasm of endometrium,neop,"Pelvic sentinel lymph node biopsy in endometrial cancer-a simplified algorithm based on histology and lymphatic anatomy.OBJECTIVE: To achieve the full potential of sentinel lymph node (SLN) detection in endometrial cancer, both presumed low- and high-risk groups should be included."
32075897,Sentinel Lymph Node Biopsy,diap,DIAGNOSES,Malignant neoplasm of endometrium,neop,"Pelvic sentinel lymph node biopsy in endometrial cancer-a simplified algorithm based on histology and lymphatic anatomy.OBJECTIVE: To achieve the full potential of sentinel lymph node (SLN) detection in endometrial cancer, both presumed low- and high-risk groups should be included."
32085925,Lymph node excision,topp,TREATS,Ovarian epithelial cancer recurrent,neop,Salvage lymphadenectomy in recurrent ovarian cancer patients: Analysis of clinical outcome and BRCA1/2 gene mutational status.
32085925,Lymph node excision,topp,TREATS,Ovarian epithelial cancer recurrent,neop,Salvage lymphadenectomy in recurrent ovarian cancer patients: Analysis of clinical outcome and BRCA1/2 gene mutational status.OBJECTIVE: This study is aimed to analyze the clinical outcome of recurrent ovarian cancer patients bearing isolated lymph-node recurrence (ILNR) who underwent salvage lymphadenectomy (SL).
32085925,Lymph node excision,topp,TREATS,Ovarian epithelial cancer recurrent,neop,Salvage lymphadenectomy in recurrent ovarian cancer patients: Analysis of clinical outcome and BRCA1/2 gene mutational status.OBJECTIVE: This study is aimed to analyze the clinical outcome of recurrent ovarian cancer patients bearing isolated lymph-node recurrence (ILNR) who underwent salvage lymphadenectomy (SL).
32093885,Ovarian Tissue,tisu,PART_OF,Neoplasm,neop,"Flow cytometric analysis demonstrated that significantly higher proportions of tumor-infiltrating IL-17A-producing CD4     +       T cells (Th17), CD8     +       T cells (Tc17), and gammadeltaT cells (IL-17     +       gammadeltaT) were present in OC tissue compared with BOT tissue."
32103105,ovarian neoplasm,neop,COEXISTS_WITH,Neoplasm,neop,"Treating mice bearing ID8 Trp53-/- ovarian cancer with HDAC6i/DNMTi led to an increase in tumor-killing cells such as IFNg+ CD8, NK, and NKT cells and a reversal of the immunosuppressive tumor microenvironment with a decrease in MDSCs and PD-1     hi       CD4 T cells, corresponding with an increase in survival."
32246014,ovarian neoplasm,neop,COEXISTS_WITH,Neoplasm,neop,We also find that peritoneal LPMs infiltrate early ovarian tumours and that RXR deletion diminishes LPM accumulation in tumours and strongly reduces ovarian tumour progression in mice.
32456078,ovarian neoplasm,neop,COEXISTS_WITH,Neoplasm,neop,"The detrimental character of the M2-like type of TAMs in ovarian tumors has been confirmed by a number of studies, demonstrating the positive correlation between their high level in tumors and low overall survival of patients."
32149893,Biological Response Modifiers,phsu,ASSOCIATED_WITH,Epithelial ovarian cancer,neop,This review will encompass the interaction between EOC and immune system and highlight recent data regarding the research of immunotherapy in EOC.
32412818,Biological Response Modifiers,phsu,TREATS,Epithelial ovarian cancer,neop,Immunotherapy has emerged as a highly promising approach in the treatment of epithelial ovarian cancer (EOC).
32173048,Pharmacotherapy,topp,TREATS,ovarian neoplasm,neop,Lymphocytic infiltration and Chemotherapy Response Score as prognostic markers in ovarian cancer patients treated with Neoadjuvant chemotherapy.
32173048,Pharmacotherapy,topp,TREATS,ovarian neoplasm,neop,Lymphocytic infiltration and Chemotherapy Response Score as prognostic markers in ovarian cancer patients treated with Neoadjuvant chemotherapy.
32417154,Pharmacotherapy,topp,TREATS,ovarian neoplasm,neop,Prognostic factors of overall survival for patients with FIGO stage IIIc or IVa ovarian cancer treated with neo-adjuvant chemotherapy followed by interval debulking surgery: A multicenter cohort analysis from the FRANCOGYN study group.
32417154,Pharmacotherapy,topp,TREATS,ovarian neoplasm,neop,Prognostic factors of overall survival for patients with FIGO stage IIIc or IVa ovarian cancer treated with neo-adjuvant chemotherapy followed by interval debulking surgery: A multicenter cohort analysis from the FRANCOGYN study group.INTRODUCTION: The aim of this study was to identify prognostic factors of overall survival in patients with FIGO stage IIIc or IVa ovarian cancer (OC) treated by neo-adjuvant chemotherapy (NAC) followed by interval debulking surgery.
32417154,Pharmacotherapy,topp,TREATS,ovarian neoplasm,neop,Prognostic factors of overall survival for patients with FIGO stage IIIc or IVa ovarian cancer treated with neo-adjuvant chemotherapy followed by interval debulking surgery: A multicenter cohort analysis from the FRANCOGYN study group.INTRODUCTION: The aim of this study was to identify prognostic factors of overall survival in patients with FIGO stage IIIc or IVa ovarian cancer (OC) treated by neo-adjuvant chemotherapy (NAC) followed by interval debulking surgery.
32179982,Peritoneum,bpoc,LOCATION_OF,Neoplasm Metastasis,neop,The effect of the peritoneal tumor microenvironment on invasion of peritoneal metastases of high-grade serous ovarian cancer and the impact of NEOADJUVANT chemotherapy.
32179982,Peritoneum,bpoc,LOCATION_OF,Neoplasm Metastasis,neop,The effect of the peritoneal tumor microenvironment on invasion of peritoneal metastases of high-grade serous ovarian cancer and the impact of NEOADJUVANT chemotherapy.
32179982,Peritoneum,bpoc,LOCATION_OF,Neoplasm Metastasis,neop,Peritoneal metastases of high-grade serous ovarian cancer (HGSOC) are small-sized deposits with superficial growth toward the peritoneal cavity.
32179982,Peritoneum,bpoc,LOCATION_OF,Neoplasm Metastasis,neop,NACT increases abundance of ieCD3+ cells in peritoneal metastases of HGSOC.
32193378,PDCD1 gene,aapp,ASSOCIATED_WITH,ovarian neoplasm,neop,Immunogenomic profiling determines responses to combined PARP and PD-1 inhibition in ovarian cancer.
32193378,PDCD1 gene,aapp,ASSOCIATED_WITH,ovarian neoplasm,neop,Immunogenomic profiling determines responses to combined PARP and PD-1 inhibition in ovarian cancer.
32268953,Biological Response Modifiers,phsu,PART_OF,Natural Killer Cells,cell,CONCLUSION: In this review the pre-clinical evidence and current trials on NK cell immunotherapy in OC patients are summarized.
32294063,Turcot syndrome (disorder),dsyn,COEXISTS_WITH,Malignant neoplasm of endometrium,neop,"MMRD has been extensively studied in colorectal cancer and endometrial cancer, but not so in other tumors, such as ovarian carcinoma."
32294063,Turcot syndrome (disorder),dsyn,COEXISTS_WITH,Endometrioid carcinoma ovary,neop,"We studied the association of MMRD with clinicopathologic and immunohistochemical features, including tumor-infiltrating lymphocytes in EOC, the histologic type in which MMRD is most frequent."
32294063,Turcot syndrome (disorder),dsyn,COEXISTS_WITH,Endometrioid carcinoma ovary,neop,"MMRD occurred only in endometriosis-associated histologic types, and it was much more frequent in EOC (18%) than in CCC (2%)."
32329191,Body tissue,tisu,PART_OF,Ovaro-,bpoc,"In the present study, ALKBH5 showed higher expression in ovarian cancer tissue than in normal ovarian tissue, but lower expression in ovarian cancer cell lines than in normal ovarian cell lines."
32414391,Pharmacotherapy,topp,TREATS,Ovarian epithelial cancer recurrent,neop,"Prognostic significance of baseline T cells, B cells and neutrophil-lymphocyte ratio (NLR) in recurrent ovarian cancer treated with chemotherapy."
32414391,Pharmacotherapy,topp,TREATS,Ovarian epithelial cancer recurrent,neop,"CONCLUSION: In recurrent ovarian cancer patients undergoing palliative chemotherapy, low T and B lymphocyte counts had an unfavorable prognostic impact."
32415947,Paclitaxel,phsu,TREATS,ovarian neoplasm,neop,Effect of glutamine on the immune function of paclitaxel intervention in ovarian cancer mice.To analyze the effect of amide Valley on the immune function of ovarian cancer mice treated with paclitaxel.
32474451,Sentinel Lymph Node Mapping,diap,DIAGNOSES,Malignant neoplasm of endometrium,neop,Combination of sentinel lymph node mapping and uterine frozen section examination to reduce side-specific lymphadenectomy rate in endometrial cancer: a Turkish Gynecologic Oncology Group study (TRSGO-SLN-002).
32474451,Sentinel Lymph Node Mapping,diap,DIAGNOSES,Malignant neoplasm of endometrium,neop,"Combination of sentinel lymph node mapping and uterine frozen section examination to reduce side-specific lymphadenectomy rate in endometrial cancer: a Turkish Gynecologic Oncology Group study (TRSGO-SLN-002).OBJECTIVE: This study aimed to find out whether side-specific pelvic lymphadenectomy can be omitted without compromising diagnostic efficacy according to ""reflex frozen section"" analysis of the uterus in case of sentinel lymph node (SLN) mapping failure."
32482115,Cisplatin,inch,TREATS,ovarian neoplasm,neop,The effects of umbilical cord-derived macrophage exosomes loaded with cisplatin on the growth and drug resistance of ovarian cancer cells.OBJECTIVE: To assess the feasibility of an exosome-based drug delivery platform for the potent chemotherapeutic agent cisplatin to treat ovarian cancer.
32483290,Pharmacotherapy,topp,AFFECTS,Neoplasm Metastasis,neop,"Unraveling tumor-immune heterogeneity in advanced ovarian cancer uncovers immunogenic effect of chemotherapy.In metastatic cancer, the degree of heterogeneity of the tumor microenvironment (TME) and its molecular underpinnings remain largely unstudied."
